Days_since_launch,Total_Stock_Sold_Percentage,Alltime_Perday_View,Alltime_Perday_ATC,Alltime_Perday_Quantity
623,1.00,7.8,0.74,0.12
623,1.00,1.25,1.71,0.31
623,1.02,6.21,0.9,0.16
614,1.00,3.96,0.82,0.16
614,1.00,5.18,0.58,0.09
614,1.00,3.21,0.71,0.18
614,1.00,5.65,1.61,0.37
614,1.03,3.57,0.69,0.12
614,1.00,5.26,1.01,0.24
614,1.01,3.87,0.96,0.21
614,1.00,6.54,1.52,0.31
614,1.00,5.87,1.32,0.3
614,1.00,22.84,2.86,0.55
611,1.00,2.21,0.63,0.13
611,0.00,6,0,0
611,1.00,1.43,0.41,0.09
611,1.00,3.2,1.46,0.31
611,1.00,2.7,0.93,0.15
611,1.00,1.54,0.42,0.09
622,1.00,9.2,2.36,0.43
622,1.00,4.18,1.43,0.26
622,1.00,4.75,1.59,0.27
622,1.00,22.4,6.25,1.2
587,1.00,2.07,0.59,0.17
587,1.00,1.94,0.49,0.13
587,1.01,2.92,0.66,0.18
587,1.02,1.99,0.47,0.12
587,0.93,3.37,0.63,0.13
587,0.89,3.57,0.54,0.11
618,1.00,2.57,0.6,0.1
613,0.88,1.6,0.53,0.09
610,0.88,1.02,0.15,0.02
618,0.78,2.67,0.7,0.12
617,0.86,1.87,0.12,0.01
617,1.00,0.71,0.62,0.12
617,1.02,9.76,1.72,0.34
617,0.94,2.6,0.46,0.07
611,1.01,8.96,2.5,0.53
611,1.00,2.21,0.63,0.14
611,1.00,4.35,1.92,0.38
611,1.01,4.51,1.98,0.41
611,1.00,10.81,1.94,0.37
611,1.00,22.95,4.56,0.69
619,1.00,2.03,0.16,0.04
619,1.00,4.57,0.54,0.07
619,1.00,21.52,1.85,0.3
619,1.00,9.62,0.8,0.11
618,1.00,1.71,0.74,0.17
618,1.00,1.47,0.5,0.08
618,1.00,2.3,0.79,0.21
618,1.03,1.76,0.47,0.11
618,1.00,5.97,0.61,0.12
618,1.00,8.41,1.8,0.35
613,1.00,29.1,2.27,0.13
597,1.00,3.61,1.07,0.16
614,0.97,29.98,3.39,1.05
614,0.52,15.96,1.42,0.38
614,0.83,24.01,2.4,0.7
614,0.82,24.45,2.71,0.85
614,0.85,26.32,2.73,0.84
603,1.00,1.33,0.34,0.08
603,1.00,1.97,0.44,0.08
603,1.02,2.44,0.66,0.12
591,0.30,0.25,0.08,0.03
591,0.51,0.35,0.17,0.04
591,1.00,0.61,0.14,0.03
591,0.61,0.29,0.16,0.04
591,0.38,0.4,0.12,0.03
591,1.00,1.12,0.26,0.04
603,1.00,10.36,1.61,0.29
603,1.00,6.53,0.89,0.19
603,1.00,5.88,0.96,0.21
603,1.00,7.66,1.44,0.27
548,1.00,3.82,1.55,0.33
548,1.00,3.03,1.18,0.21
548,1.00,4.87,0.82,0.19
427,1.00,5.99,1.55,0.31
548,1.00,5.23,1.26,0.23
597,0.00,14,0,0
597,0.00,25,0,0
597,0.00,25,0,0
591,1.00,0.44,0.16,0.02
591,1.00,1.34,0.7,0.21
591,1.00,0.87,0.29,0.06
591,1.00,21.65,4.76,0.74
591,1.00,60.71,6.68,1.21
591,1.00,18.06,3.3,0.55
591,1.00,14.03,3.66,0.62
591,1.00,8.5,1.29,0.22
591,1.03,6.17,1.3,0.21
591,1.00,5.58,1.02,0.21
591,1.00,5.82,1.11,0.15
591,1.00,18.12,2.95,0.41
529,1.00,7.92,0.52,0.07
561,1.00,4.22,0.21,0.02
541,1.10,0.54,0.44,0.1
541,1.00,0.31,0.22,0.05
578,1.00,7.51,1.7,0.28
578,0.53,1.38,0.36,0.02
554,1.00,9.51,2.31,0.25
556,1.00,2.12,0.45,0.08
556,1.00,30.64,3.28,0.64
556,0.88,3.15,0.75,0.14
556,1.00,10.48,1.74,0.3
541,1.07,10.95,1.95,0.38
541,0.25,1.02,0.07,0
541,1.00,3.85,0.38,0.09
541,1.00,4.99,0.56,0.12
556,1.00,1.98,0.87,0.15
556,1.00,2.29,1.3,0.33
581,1.08,5.64,0.57,0.08
581,1.33,10.62,0.87,0.1
581,1.06,56.62,2.71,0.71
581,1.00,28.3,2,0.3
578,0.75,1.73,0.38,0.06
578,1.00,2.98,0.66,0.12
538,1.00,2.03,0.5,0.08
538,1.00,13.85,2.57,0.49
567,0.00,26,4,0
538,1.00,5,0.8,0.26
538,1.00,2.6,0.5,0.09
801,1.00,0.33,0.03,0.01
556,0.81,1.86,0.49,0.1
556,1.02,3.12,0.79,0.17
556,1.00,2.52,0.53,0.11
556,1.00,1.78,0.36,0.05
556,0.58,2.94,0.6,0.11
567,1.00,0,0,1
546,1.00,0.74,0.23,0.06
546,1.00,1.5,0.36,0.1
546,1.00,0.9,0.22,0.06
546,1.00,1.42,0.38,0.1
546,1.00,0.74,0.27,0.06
546,1.00,1.14,0.29,0.07
552,1.00,1.69,0.33,0.04
552,1.00,4.73,0.97,0.1
552,1.00,2.58,0.28,0.06
548,1.00,1.78,0.4,0.06
547,1.00,1.96,0.39,0.05
551,1.00,1.96,0.26,0.03
549,1.00,0.63,0.21,0.04
519,1.00,0.9,0.18,0.03
519,1.00,0.61,0.12,0.03
519,1.00,1.05,0.24,0.04
519,1.00,0.95,0.29,0.05
519,1.00,1.58,0.27,0.08
519,1.00,1.02,0.29,0.05
548,1.00,32.89,0.56,0.02
548,1.00,28.45,0.35,0.03
552,1.00,6.51,0.79,0.2
552,1.00,5.06,0.54,0.18
552,1.00,12.66,0.96,0.21
552,1.00,7.07,0.74,0.21
912,0.87,13.1,1.43,0.41
912,0.57,7.21,1.08,0.28
912,0.55,1.92,0.16,0.03
538,1.00,2.79,0.46,0.1
538,1.00,3.37,0.44,0.11
538,1.05,4.77,0.7,0.16
538,1.06,2.8,0.51,0.09
465,1.00,3.69,0.46,0.06
538,1.08,4.06,0.42,0.07
538,1.00,4.15,0.53,0.12
514,1.04,3.86,0.61,0.06
802,0.00,18,0,0
533,1.00,0.43,0.03,0.01
533,1.00,1.31,0.08,0.01
533,0.80,0.37,0.02,0.01
533,0.21,0.34,0.02,0.01
533,0.71,0.4,0.02,0.01
533,1.00,1.03,0.07,0.02
533,0.40,0.42,0.02,0
536,0.50,0.89,0.05,0.01
515,1.00,2.51,0.32,0.1
515,1.02,4.68,0.86,0.26
515,1.00,3.12,0.61,0.17
481,1.00,8.77,3.31,1.46
515,1.00,23.04,2.7,0.74
515,1.00,1.85,0.33,0.09
481,0.95,0.84,0.28,0.04
515,1.00,9,1.78,0.41
484,1.17,12.15,2.46,0.54
493,1.00,8.35,1.77,0.33
493,1.00,3.32,0.84,0.21
513,0.84,6,0.61,0.22
513,0.41,3.69,0.23,0.07
513,0.15,0.22,0.04,0.01
513,0.14,0.23,0.02,0.01
513,0.54,1.05,0.25,0.05
513,0.23,0.5,0.08,0.02
513,0.38,0.84,0.11,0.03
513,0.21,0.8,0.06,0.02
463,1.00,1.53,0.31,0.04
519,1.00,2.71,0.55,0.11
519,1.00,5.63,1.19,0.3
519,0.94,2.45,0.19,0.03
524,1.00,2.96,0.73,0.16
524,1.02,30.46,8.66,1.54
513,0.73,1.9,0.49,0.1
513,0.61,2.28,0.55,0.09
513,0.17,0.3,0.05,0.02
513,0.98,3.7,0.79,0.3
513,1.02,5.82,0.94,0.28
513,0.93,1.84,0.89,0.3
513,0.64,0.49,0.09,0.03
491,0.57,1.46,0.17,0.03
491,0.59,1.48,0.16,0.04
493,0.95,8.07,1.77,0.38
493,0.92,10.89,1.94,0.4
493,0.99,5.69,1.03,0.25
493,1.01,10.91,5.94,1.74
493,1.00,2.24,0.62,0.16
493,1.00,2.86,0.65,0.2
493,1.00,6.2,1.81,0.45
493,1.00,2.76,0.59,0.1
493,1.00,8.22,3.38,0.75
493,1.00,3.14,0.5,0.13
493,1.00,12.12,7.16,1.97
493,1.00,3.07,0.69,0.17
493,1.00,13.01,3.75,0.83
493,1.00,2.82,0.31,0.08
420,0.44,2.38,0.9,0.24
430,0.25,1.53,0.51,0.11
430,0.35,0.5,0.29,0.07
430,0.21,0.46,0.21,0.04
509,1.01,16.38,4.49,1.4
509,1.00,25.28,7.12,1.78
509,1.01,4.93,1.18,0.28
509,1.00,29.2,5.8,1.77
508,1.01,3.79,1.19,0.32
507,0.92,2.72,0.66,0.19
508,0.91,3.62,0.76,0.23
508,1.01,8.7,1.68,0.5
493,1.01,73.71,11.06,2.81
493,1.00,12.56,3.51,0.82
493,1.00,5.43,1.05,0.24
491,1.00,6.48,0.83,0.15
491,1.06,8.46,2.8,0.31
491,0.97,4.29,1.03,0.18
491,1.00,11.03,2.29,0.46
491,1.03,1.95,0.42,0.09
491,1.00,1.03,0.5,0.14
491,1.00,1.52,0.68,0.18
491,0.67,0.62,0.29,0.04
491,0.97,2.23,0.4,0.06
491,1.00,5.36,1.29,0.28
491,1.02,7.07,1.43,0.29
491,1.00,3,0.67,0.17
491,1.00,2.79,0.6,0.11
484,0.78,0.96,0.22,0.04
484,0.89,2.68,0.68,0.16
484,0.90,3.79,1.23,0.21
484,1.00,4.84,1.37,0.28
484,1.00,6.43,2.09,0.59
484,0.63,3.41,1.29,0.3
484,0.40,2.95,0.85,0.18
484,1.00,9.12,2.86,0.55
485,1.00,6.35,2.02,0.31
484,1.00,3.47,0.66,0.2
484,0.98,1.04,0.34,0.09
484,0.92,1.64,0.33,0.07
488,1.00,3.08,0.84,0.24
488,1.00,17.6,4.46,0.94
488,1.08,25.27,3.92,1.04
488,1.00,27.51,6.31,1.82
488,1.00,11.92,3.75,0.81
485,0.00,0,0,0
488,1.00,4.3,1.37,0.42
488,1.01,8.42,2.61,0.69
488,1.00,6.74,2.23,0.56
488,1.00,47.22,8.69,2.38
488,1.00,4.23,1.06,0.26
488,1.01,7.91,2.44,0.7
488,1.02,3.62,1.08,0.29
488,1.00,1.41,0.39,0.09
488,1.00,1.97,0.62,0.19
488,1.00,1.54,0.37,0.08
488,1.00,5.18,1.58,0.36
488,1.00,1.36,0.32,0.1
488,1.00,0.58,0.11,0.03
488,1.00,1.36,0.31,0.11
488,1.03,1.45,0.34,0.08
488,0.78,1.27,0.19,0.03
488,0.77,1.02,0.15,0.03
488,1.04,2.86,0.5,0.11
481,1.00,1.48,0.2,0.04
481,0.25,1.11,0.14,0.02
481,1.00,3.14,0.32,0.04
481,0.29,0.83,0.08,0.01
484,1.00,4.51,1.27,0.33
484,0.97,4.58,1.4,0.4
484,1.00,6.18,1.47,0.35
484,1.00,2.72,0.74,0.16
484,1.00,35.09,6.8,2.63
484,1.01,9.27,1.83,0.69
484,1.00,22.3,7.93,2.33
484,1.00,2.84,0.92,0.79
484,1.00,16.24,2.61,1.42
489,0.22,2.06,0.3,0.07
489,0.29,2.63,0.39,0.11
489,0.30,2.73,0.46,0.11
489,0.50,4.5,0.67,0.18
489,0.28,2.53,0.33,0.1
489,0.20,5.12,0.43,0.07
481,0.56,4.28,0.1,0.03
481,1.06,4.43,0.3,0.09
481,0.45,4.2,0.15,0.06
481,0.90,4.9,0.19,0.06
481,1.04,10.19,0.35,0.16
481,0.10,0.16,0.01,0
481,0.67,3.66,0.09,0
481,0.09,0.2,0.01,0
481,0.00,0.31,0.01,0
481,1.00,1.82,0.08,0.02
481,0.08,0.31,0.03,0
481,1.20,0.77,0.08,0.04
481,0.23,0.37,0.07,0.01
481,0.40,0.23,0.03,0
481,1.33,0.99,0.07,0.02
481,0.25,0.53,0.02,0.01
481,1.20,1.16,0.08,0.03
481,0.33,0.61,0.07,0.02
481,0.70,0.63,0.06,0.01
481,1.14,3.51,0.2,0.05
481,0.50,0.89,0.06,0.01
483,1.75,1.49,0.26,0.06
477,1.00,4.4,0.51,0.15
485,1.00,7.48,0.96,0.26
472,1.00,1.35,0.23,0.06
466,0.67,4.19,0.64,0.17
476,1.00,4.96,0.28,0.09
481,1.00,4.71,0.31,0.09
465,1.00,2.48,0.23,0.08
471,1.00,6.26,0.3,0.05
484,1.00,4.39,0.35,0.05
428,1.00,4.84,0.45,0.13
477,1.00,13.47,0.54,0.08
478,1.00,11.3,0.84,0.2
453,1.00,11.79,1.13,0.2
478,1.00,3.12,0.34,0.09
485,1.00,2.67,0.06,0.02
478,1.00,4.48,0.14,0.02
482,1.00,19,2,1
481,0.68,1.55,0.7,0.26
481,0.73,1.68,0.78,0.19
481,0.45,1.48,0.8,0.29
481,0.95,1.18,0.49,0.11
481,1.00,1.42,0.58,0.13
481,1.00,9.34,2.05,0.4
472,0.72,3.33,0.52,0.08
472,0.64,1.96,0.46,0.08
472,1.01,2.47,0.98,0.26
472,1.00,1.57,0.53,0.12
475,1.00,71.26,1.23,0.81
465,1.00,2.12,0.63,0.08
465,1.00,0.32,0.32,0.08
465,1.00,1.58,0.62,0.16
465,1.00,3.71,1.52,0.31
476,1.00,5.41,0.65,0.26
476,0.96,3.75,0.96,0.22
476,1.00,6.02,2.59,0.71
476,1.00,10.25,5.17,1.99
476,1.00,9.1,5.66,1.86
476,1.01,6.45,2.84,0.93
475,1.00,8.09,3.54,1.11
475,1.01,6.53,3.31,0.97
476,1.00,16.61,5.23,2
473,1.00,5.78,0.37,0.13
473,1.00,8.28,3.7,0.97
473,1.00,5.21,1.64,0.29
473,1.00,0.87,0.2,0.06
473,1.11,1.3,0.39,0.08
473,1.00,2.79,0.84,0.19
473,1.00,3.19,1.32,0.22
455,0.92,3.27,0.58,0.15
455,1.00,3.22,0.75,0.2
455,0.91,2.49,0.51,0.09
455,1.00,2.72,0.6,0.14
455,0.56,1.07,0.28,0.06
455,0.90,3.22,0.51,0.09
473,1.01,6.27,1.59,0.38
473,1.00,3.54,0.87,0.23
473,1.01,12.52,2.32,0.57
473,1.00,8.77,2.39,0.53
473,1.00,8.48,1.31,0.34
473,1.00,7.18,1.35,0.33
473,1.00,8.84,2.56,0.46
473,1.00,12.92,2.79,0.33
473,1.00,4.14,1.78,0.3
473,1.00,3.76,1.57,0.31
473,1.00,14.12,4,0.65
473,1.00,11.5,1.6,0.4
473,1.14,23.2,7.3,0.8
473,1.25,28.67,5.83,0.83
473,1.00,7.79,3.03,0.49
473,1.00,5.38,2.02,0.31
473,1.00,25.51,4.19,0.48
455,1.00,1.77,0.25,0.03
455,1.03,1.27,0.33,0.08
455,1.14,3,0.64,0.06
455,1.00,1.59,0.47,0.07
455,1.00,0.78,0.24,0.04
452,0.94,2.64,0.71,0.15
452,0.89,1.69,0.52,0.09
452,1.03,4.81,1.41,0.43
452,0.99,8.51,0.79,0.17
322,1.00,5.66,1.4,0.25
452,1.00,2.82,0.92,0.19
430,1.00,4.1,0.69,0.14
472,1.00,3.06,0.68,0.14
467,1.00,1.88,0.25,0.07
472,1.00,13.62,1.14,0.26
472,1.00,52.91,2.36,0.44
491,1.00,10.54,0.84,0.18
457,1.00,2.9,0.81,0.33
457,1.00,1.37,0.52,0.15
457,1.00,2.05,0.91,0.23
457,1.00,1.23,0.41,0.03
457,1.11,1.64,0.88,0.17
457,1.00,2.8,0.77,0.2
457,1.00,3.37,1.27,0.23
457,1.00,3.18,1.21,0.29
457,1.00,5.7,1.52,0.38
451,1.65,0.59,0.3,0.08
457,1.00,3.4,1.16,0.17
457,1.00,1.39,0.52,0.01
457,1.50,9.06,1.44,0.19
457,1.00,3.43,1.2,0.2
457,1.00,8.58,1.67,0.42
457,1.33,6,2.07,0.29
470,1.00,6.7,1.78,0.22
456,0.60,2.13,0.4,0.05
456,1.00,1.18,0.22,0.03
457,0.48,2.09,0.5,0.07
465,1.00,8.29,3.63,1.06
465,1.00,7.68,2.54,0.64
465,1.00,5.59,1.83,0.5
465,1.01,4.29,1.54,0.38
465,1.01,59.75,10.36,2.43
465,1.00,31.08,15.76,3.39
465,1.00,9.6,3.14,0.74
465,1.00,15.49,2.25,0.53
457,1.00,5.91,1.61,0.4
459,1.00,19,5.19,1.57
459,1.00,7.72,2.9,1.04
459,1.00,7.83,2.54,0.61
459,1.00,7.78,1.84,0.46
459,1.00,17.36,5.39,1.16
463,0.99,3.3,1.24,0.24
463,1.06,16.29,3.62,0.75
463,1.02,1.7,0.57,0.16
463,1.03,1.23,0.4,0.08
463,1.00,5.63,1.48,0.37
463,0.93,2.58,0.92,0.18
463,1.00,1.65,0.46,0.06
465,1.00,6.52,1.17,0.25
465,1.00,29.25,4.12,1.12
465,1.00,22.55,3.14,0.5
465,1.00,7.22,1.7,0.51
465,1.00,15.6,3.4,0.8
465,1.00,5.04,1.21,0.28
465,1.00,10.29,2.65,0.63
465,1.00,16.78,3.5,0.97
465,1.00,1.48,0.41,0.09
465,1.04,3.03,0.57,0.12
465,1.00,4.93,1.19,0.24
465,1.00,1.74,0.44,0.1
465,1.02,4.37,1.27,0.33
465,1.00,4.76,1.25,0.23
465,1.03,4.18,1.01,0.2
463,0.79,4.14,0.71,0.18
465,1.00,6.74,3.03,0.74
465,1.00,4.76,1.51,0.37
465,1.00,5.42,0.41,0.09
466,1.00,7.64,1.8,0.46
466,1.00,9.96,3.28,0.81
463,1.08,15,2.48,0.51
466,0.87,3.08,0.81,0.14
466,1.00,6.73,2.47,0.58
466,0.91,8.61,3.94,0.92
465,1.00,4.19,0.83,0.17
466,1.00,1.07,0.22,0.06
466,1.00,0.31,0.06,0.01
460,1.00,1.93,0.23,0.06
466,1.00,3.12,0.43,0.07
466,0.82,7.74,3.5,0.83
466,1.00,8.42,4.69,0.78
466,0.93,16.21,5.08,1.29
466,1.00,6.2,1.46,0.33
465,1.00,3.89,0.39,0.07
466,1.00,4.75,0.35,0.05
466,1.00,8.64,1.19,0.27
457,1.00,5.63,1.93,0.26
457,1.00,57.5,9,1.38
513,0.00,0,0,0
513,0.00,0,0,0
513,0.00,0,0,0
513,0.00,0,0,0
453,1.00,0.6,0.3,0.14
421,1.00,6.14,1.43,0.39
457,1.00,1.81,0.34,0.08
457,1.00,1.87,0.37,0.09
461,1.00,2.9,0.87,0.17
461,0.91,1.97,0.75,0.16
461,0.98,1.42,0.43,0.12
461,1.00,11.53,2.72,0.92
461,1.02,7.12,1.56,0.49
461,1.00,7.04,1.88,0.68
461,1.00,8.35,1.6,0.44
461,1.03,21.98,3.72,0.74
442,0.84,2.58,0.7,0.24
442,0.72,2.07,0.55,0.26
442,0.62,2.55,0.63,0.25
441,1.03,7.26,1.02,0.41
457,1.07,3,0.69,0.15
457,1.00,1.73,0.34,0.09
457,1.00,3.27,0.68,0.14
463,1.00,0.56,0.63,0.12
463,1.00,0.62,0.68,0.1
463,1.00,0.55,0.55,0.06
463,1.00,0.85,0.92,0.21
463,1.00,2.27,1.27,0.09
459,1.00,5.07,0.94,0.19
459,1.00,4.26,2.4,0.66
458,1.00,2.76,1.04,0.24
459,1.00,7.94,2.74,0.69
455,0.99,3.19,1.04,0.27
455,1.00,1.44,0.34,0.12
455,1.00,3.99,0.66,0.24
455,1.00,12.83,1.7,0.83
455,1.00,3.85,0.93,0.33
455,1.00,16.38,2.33,0.83
455,1.00,7.7,2.02,0.63
437,0.48,9.05,1.84,0.38
449,1.00,2.38,0.67,0.2
449,0.89,0.97,0.29,0.07
449,0.98,1.53,0.57,0.13
449,1.00,1.99,0.4,0.13
449,1.00,17.95,3.27,1.05
451,1.02,11.37,2.18,0.94
451,1.00,5.64,0.72,0.27
451,1.00,11.13,3.14,1.1
451,1.00,8.25,1.18,0.55
456,0.85,1.93,0.18,0.04
441,1.00,1.49,0.47,0.09
441,1.00,1.79,0.5,0.08
441,1.00,5.05,1.62,0.37
441,1.00,3.26,1.17,0.24
441,1.00,1.48,0.45,0.07
441,1.02,1.94,0.53,0.13
449,1.00,1.26,0.07,0.08
449,0.99,1.73,0.64,0.17
449,0.99,1.61,0.69,0.17
456,1.00,1.91,0.81,0.17
456,1.00,1.89,0.66,0.12
456,0.81,4.05,1.46,0.39
454,1.00,2.23,0.6,0.14
454,1.11,3.57,0.63,0.14
454,1.00,2.72,0.46,0.1
454,1.20,4.49,0.63,0.06
454,0.99,2.81,0.7,0.16
453,1.00,4.27,0.21,0.05
444,1.05,3.42,0.34,0.06
452,1.13,5.73,0.4,0.05
452,1.03,3,0.55,0.1
448,1.05,3.3,0.59,0.12
451,1.00,4.26,0.48,0.05
455,1.00,49.59,5.91,2.55
455,1.00,9.39,1.17,0.23
455,0.67,1.11,0.23,0.07
455,0.69,1.75,0.6,0.14
455,0.64,2.5,0.69,0.15
455,1.00,1.42,0.32,0.08
455,1.00,1.39,0.23,0.06
452,1.00,6,2.21,0.73
452,1.00,4.74,1.67,0.54
452,1.00,3.97,1.88,0.6
452,0.90,2.25,0.54,0.12
452,1.00,15.3,2.57,0.83
439,0.81,9.02,1.07,0.28
452,0.40,0.51,0.1,0.01
452,1.00,0.92,0.21,0.05
452,0.28,0.73,0.12,0.02
452,0.36,0.56,0.08,0.01
452,0.41,1.16,0.08,0.02
452,1.00,0.56,0.06,0.02
452,1.00,1.72,0.32,0.08
452,1.00,3.88,0.45,0.19
452,1.00,0.69,0.1,0.03
452,1.00,1.46,0.09,0.04
449,0.94,1.87,0.72,0.22
449,0.73,1.65,0.8,0.2
441,0.71,0.75,0.19,0.05
441,0.52,0.99,0.37,0.07
441,0.79,1.19,0.45,0.1
441,0.45,0.97,0.31,0.06
444,1.01,8.52,2.42,0.77
444,1.00,20.52,3.18,0.84
444,0.76,10.41,2.16,0.59
444,0.93,4.95,1.31,0.3
444,1.01,10.31,4.02,1.12
444,0.96,7.59,2.95,0.73
444,0.98,8.6,3.62,1.01
444,0.86,7.08,1.21,0.25
443,1.00,8.64,1.58,0.52
443,1.00,6.41,2.53,0.76
443,1.00,8.15,1.73,0.58
443,1.00,6.94,1.81,0.53
441,1.00,9.1,2.37,0.63
442,0.96,8.84,1.91,0.49
430,1.03,3.13,0.75,0.2
430,1.00,1.41,0.57,0.09
441,1.00,14.74,3.97,0.77
438,1.05,5.43,1.83,0.52
439,1.33,8.31,3.31,0.97
439,1.31,7.42,2.45,0.63
439,1.04,11.78,3.19,0.79
438,1.06,9.05,2.27,0.51
439,1.03,15.64,1.93,0.45
437,0.27,2.65,0.57,0.16
436,0.36,2.17,0.58,0.19
438,0.29,3.36,0.87,0.26
437,0.23,1.98,0.46,0.15
438,0.37,3.38,0.93,0.31
437,0.50,3.34,0.79,0.23
438,1.02,5.23,1.3,0.28
436,0.21,0.89,0.24,0.06
437,1.00,1.58,0.1,0.01
433,0.46,3.27,0.49,0.05
437,1.17,3.18,0.8,0.15
398,1.17,3.05,1.13,0.07
436,1.67,3.67,0.44,0.07
319,3.00,5.08,0.96,0.12
432,1.00,3.09,0.42,0.05
436,1.53,4.29,0.86,0.17
436,0.00,36,10,0
437,1.13,4.09,0.57,0.1
437,0.00,3.4,0.3,0.05
428,0.00,0,0,0
428,0.63,1.32,0.18,0.02
428,0.87,2.77,0.54,0.11
428,0.81,2.4,0.39,0.04
429,1.00,2.13,0.43,0.09
429,1.00,1.17,0.23,0.04
429,1.00,3,0.68,0.1
429,1.00,1.02,0.14,0.06
429,1.00,12.33,2.28,0.11
429,1.04,5.67,1.81,0.44
429,1.00,3.51,0.98,0.43
429,0.89,1.9,0.36,0.06
429,1.00,2.94,1.07,0.29
428,1.00,2.69,0.88,0.19
429,1.00,7.69,1.59,0.61
429,0.96,1.68,0.47,0.11
426,0.85,24.79,3.36,0.53
420,1.00,9.48,5.93,2.19
420,1.00,6.15,3.59,1.59
421,1.00,6.36,4.39,1.29
421,1.00,7.46,3.96,1.57
421,1.00,9.25,5.68,1.93
420,1.00,12.11,7.04,2.48
421,1.00,13.21,7,2.89
421,1.00,8.36,4.43,1.57
421,1.00,13.11,7.29,2.82
428,1.00,2.72,0.6,0.17
428,0.88,1.02,0.31,0.07
428,1.08,0.97,0.37,0.1
428,1.03,1.1,0.42,0.11
428,1.00,2.3,0.83,0.18
420,0.33,0.83,0.04,0
420,0.20,0.66,0.03,0
428,1.00,1.04,0.24,0.01
428,1.00,4.04,1.22,0.21
428,1.00,1.81,0.39,0.06
428,1.00,2.82,0.62,0.12
408,1.00,3.04,1.04,0.24
408,1.00,1.86,0.85,0.19
408,0.98,2.35,0.68,0.12
408,1.00,3.22,0.7,0.21
428,0.71,2.76,0.14,0.02
428,1.00,7.39,0.74,0.21
428,1.00,1.96,0.19,0.09
428,1.00,2.96,0.49,0.12
428,1.00,8.08,1.2,0.22
428,1.00,3.62,0.68,0.19
428,1.00,2.24,0.78,0.21
428,1.00,22.15,4.88,1.62
428,1.00,4.24,1.43,0.34
427,1.10,3.32,0.87,0.24
428,1.00,8.89,1.45,0.59
428,0.00,13,0,0
428,0.00,0,0,0
428,0.00,0,0,0
428,0.00,0,0,0
428,0.70,3.87,1.42,0.24
428,0.47,3.36,1.18,0.28
428,1.00,3.61,1.09,0.25
428,0.76,3.5,1.23,0.26
422,0.74,4.06,1.65,0.35
428,0.69,4.4,1.44,0.27
429,0.75,5.89,1.19,0.27
429,0.58,3.75,1.37,0.31
428,0.92,7.11,2.44,0.51
429,1.00,10.3,2.35,0.65
427,0.88,9.2,1.55,0.27
428,1.01,17.05,3.17,0.65
429,0.61,9.93,1.85,0.4
426,1.00,0.66,0.79,0.22
422,0.21,0.44,0.16,0.02
427,1.04,3.41,1.62,0.49
423,1.00,3.15,1.51,0.15
427,1.01,5.88,3.11,0.7
427,1.00,2.35,1.19,0.16
416,0.81,3.82,1.06,0.2
416,0.83,2.03,0.33,0.06
416,0.91,2.14,0.79,0.18
416,0.90,5.47,1.52,0.33
416,0.81,5.12,1.68,0.3
416,0.33,3.98,1.23,0.19
416,0.55,3.18,1.01,0.19
420,1.01,3.2,1.15,0.34
420,1.03,3.11,1.06,0.38
420,0.00,2,3,0
420,1.00,1.51,1.06,0.29
420,1.00,0.47,0.53,0.07
420,1.00,1.07,0.54,0.12
420,1.00,2.03,0.98,0.15
416,0.47,5.36,1.15,0.25
416,0.35,3.2,0.79,0.19
416,0.49,4.56,1.04,0.25
420,0.77,1.59,0.49,0.13
420,0.85,2.1,0.69,0.19
416,1.00,0.8,0.63,0.14
416,1.00,0.76,1.15,0.12
416,0.00,1,2,0
416,1.00,0.37,0.43,0.1
416,1.00,1.37,1.75,0.25
417,1.00,6.04,3.83,0.75
418,0.81,2.75,1.26,0.29
418,0.93,5.51,2.24,0.69
418,1.00,5.08,3.39,1.1
418,1.00,5.86,2.43,0.65
417,0.89,3.56,1.85,0.51
418,0.84,4.53,2.64,0.77
418,1.00,5.05,3.6,1.09
415,0.36,4.75,1.62,0.29
418,0.61,7.32,3.31,0.83
417,1.00,1.89,0.2,0.28
417,1.00,18.75,5.94,1.06
418,0.67,0.04,0.04,0
418,0.00,5,0,0
418,4.00,0.26,0.38,0.1
417,1.00,13.39,2.78,0.62
418,1.00,11.93,2.34,0.51
388,1.13,1.63,0.25,0.04
388,1.00,2.67,0.22,0.02
388,1.00,1.91,0.2,0.03
388,1.00,1.33,0.2,0.03
388,1.00,1.71,0.21,0.04
414,1.00,11.75,1.65,0.4
493,0.75,2.57,0.43,0.09
493,0.98,1.68,0.34,0.09
465,0.91,4.38,1.01,0.17
400,1.00,1.49,0.63,0.16
400,1.00,4.09,1.86,0.53
400,0.86,3.38,1.6,0.33
400,0.00,0,0,0
400,0.35,2.42,1.02,0.18
400,1.00,3.62,1.93,0.49
400,0.54,2.45,0.71,0.14
400,0.97,2.83,1.19,0.28
400,0.00,0.01,0,0
391,1.00,2.54,0.83,0.24
391,0.70,0.55,0.22,0.04
391,0.54,0.66,0.26,0.06
391,0.94,1.03,0.45,0.11
391,1.33,1.8,0.6,0.4
391,1.00,0.93,0.08,0.02
407,1.00,1.45,0.44,0.07
407,1.17,2.3,0.4,0.07
407,1.00,10.95,1.67,0.48
407,1.00,2.07,0.39,0.09
407,1.00,9.66,2.09,0.39
407,1.00,2.59,0.64,0.13
407,1.08,3.02,0.43,0.11
